sysid, healthScore, "capacity_total_freePct", "delAcksPct", "portReadBandwidthMBPS", "portWriteBandwidthMBPS", "cpuLatestTotalAvgPct", "cpuLatestTotalMaxPct", "nodeCountOffline", "nodeCountMissing", "ddsSizeUsedTiB"
511, 97.57107, 1.7707199, 0.0, 0.39501062, 0.2632029, 0.0, 0.0, 0.0, 0.0, 0.0
3386, 97.60226, 0.0, 0.0, 0.0, 0.0, 1.0635667, 1.3341779, 0.0, 0.0, 0.0
3749, 82.21878, 0.0, 0.0, 16.543509, 1.2377089, 0.0, 0.0, 0.0, 0.0, 0.0
3165, 61.19408, 20.097883, 0.0, 16.685705, 1.3091851, 0.5068051, 0.119193144, 0.0, 0.0, 0.087145284
2829, 87.93367, 11.407536, 0.0, 0.3390223, 0.20610811, 0.0, 0.0, 0.0, 0.0, 0.113667026
3901, 75.064224, 0.0, 0.0, 19.989035, 4.946744, 0.0, 0.0, 0.0, 0.0, 0.0
3530, 96.90815, 3.0918515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
910, 96.91683, 1.3850782, 0.0, 0.0, 0.0, 1.3937813, 0.30430692, 0.0, 0.0, 0.0
1553, 95.293945, 0.0, 0.0, 1.8572737, 0.14488909, 1.7215804, 0.9823081, 0.0, 0.0, 0.0
3665, 97.71848, 1.3542097, 0.0, 0.92730963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
2807, 95.974045, 0.0, 0.0, 1.1877902, 0.22795525, 1.6658342, 0.85136235, 0.0, 0.0, 0.09301504
2850, 78.64925, 0.0, 0.0, 19.98302, 1.3677306, 0.0, 0.0, 0.0, 0.0, 0.0
965, 93.23279, 4.3186073, 0.0, 0.0, 0.0, 1.508106, 0.9404799, 0.0, 0.0, 1.9933028E-5
1123, 89.81169, 6.694665, 0.0, 0.9972429, 0.15803441, 1.3652439, 0.7706567, 0.0, 0.0, 0.20246468
77, 66.84564, 11.507339, 0.0, 19.645306, 2.0017092, 0.0, 0.0, 0.0, 0.0, 0.0
1530, 98.878136, 0.0, 0.0, 0.6258858, 0.21454252, 0.0, 0.0, 0.0, 0.0, 0.28143597
336, 71.77619, 28.22381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1983, 97.13909, 2.7202113, 0.0, 0.0, 0.14070044, 0.0, 0.0, 0.0, 0.0, 0.0
3978, 96.904655, 1.4472487, 0.0, 1.4012558, 0.24684013, 0.0, 0.0, 0.0, 0.0, 0.0
4372, 98.65033, 0.0, 0.0, 1.16786, 0.18180978, 0.0, 0.0, 0.0, 0.0, 0.0
1757, 98.7661, 0.0, 0.0, 0.0, 0.19999842, 0.7319483, 0.17255212, 0.0, 0.0, 0.12940641
1064, 78.86188, 20.221329, 0.0, 0.0, 0.0, 0.6459869, 0.27080765, 0.0, 0.0, 1.5865009E-21
803, 87.41262, 8.257425, 1.3128215, 2.0907269, 0.0, 0.66985655, 0.25655073, 0.0, 0.0, 8.179745E-19
4294, 75.12549, 0.0, 0.0, 19.973677, 1.8748667, 1.9323128, 1.0936549, 0.0, 0.0, 0.0
3596, 87.820755, 9.67131, 0.0, 0.17891477, 0.0, 1.4703262, 0.7710089, 0.0, 0.0, 0.0876888
1273, 99.75178, 0.0, 0.0, 0.24822608, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1781458E-8
2178, 74.9321, 19.531456, 0.0, 5.5364475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
860, 87.91253, 10.576988, 0.0, 1.2720209, 0.23846385, 0.0, 0.0, 0.0, 0.0, 0.0
4517, 36.7116, 44.865906, 0.0, 16.915396, 1.5070943, 0.0, 0.0, 0.0, 0.0, 0.0
4394, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1827, 87.87637, 1.3920643, 0.0, 10.73156, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3784495E-10
4363, 78.45058, 19.5785, 0.0, 1.7202172, 0.250702, 0.0, 0.0, 0.0, 0.0, 0.0
834, 94.84722, 0.0, 0.0, 3.7497272, 0.19100694, 0.0, 1.0850579, 0.0, 0.0, 0.12698303
924, 97.86558, 1.9034986, 0.0, 0.0, 0.0, 0.18549559, 0.038509734, 0.0, 0.0, 0.006920475
2151, 78.40543, 0.0, 0.0, 18.58493, 0.76207626, 1.6199665, 0.62759614, 0.0, 0.0, 0.0
883, 75.612656, 0.0, 1.2161196, 19.910976, 1.1456288, 1.345879, 0.76874465, 0.0, 0.0, 0.0
2735, 99.57021, 0.0, 0.0, 0.42978528, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1432, 93.12553, 6.8742657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0692854E-4
4069, 85.52095, 0.0, 0.0, 12.909951, 1.5691015, 0.0, 0.0, 0.0, 0.0, 0.0
1780, 91.992, 6.0141735, 0.0, 0.0, 0.0, 1.9813354, 0.0, 0.0, 0.0, 0.012494635
3033, 97.726776, 1.6965824, 0.0, 0.0, 0.0, 0.35486993, 0.221773, 0.0, 0.0, 4.2476125E-19
3231, 94.89737, 0.0, 0.0, 4.75631, 0.3463229, 0.0, 0.0, 0.0, 0.0, 0.0
2090, 87.446754, 10.652776, 0.0, 0.0, 0.1773021, 1.2048717, 0.51748043, 0.0, 0.0, 8.15082E-4
4473, 88.55796, 7.8213015, 0.0, 0.55881786, 0.0, 1.7939138, 1.2680078, 0.0, 0.0, 3.51575E-23
3476, 96.858475, 0.0, 0.0, 1.7433116, 0.250702, 0.0, 1.1475099, 0.0, 0.0, 0.0
3391, 98.000725, 0.0, 0.0, 1.7510716, 0.24820575, 0.0, 0.0, 0.0, 0.0, 0.0
4171, 99.79595, 0.0, 0.0, 0.0, 0.2040513, 0.0, 0.0, 0.0, 0.0, 0.0
2748, 99.80593, 0.0, 0.0, 0.0, 0.19406806, 0.0, 0.0, 0.0, 0.0, 0.0
1325, 79.04716, 0.0, 0.0, 19.922321, 0.7830651, 0.16554052, 0.081913434, 0.0, 0.0, 0.0
3710, 91.778915, 7.162678, 0.0, 0.84493834, 0.21346983, 0.0, 0.0, 0.0, 0.0, 0.0
419, 99.40727, 0.0, 0.0, 0.42571095, 0.16701663, 0.0, 0.0, 0.0, 0.0, 0.0
3525, 99.1589, 0.0, 0.0, 0.6200113, 0.22109155, 0.0, 0.0, 0.0, 0.0, 0.0
647, 92.61204, 3.5848427, 0.0, 1.5197943, 0.2266998, 1.2048717, 0.8517513, 0.0, 0.0, 0.0
3390, 96.531, 0.0, 0.0, 3.1923056, 0.27669287, 0.0, 0.0, 0.0, 0.0, 0.0
4407, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
829, 75.39895, 2.5916092, 0.0, 19.989407, 2.0200374, 0.0, 0.0, 0.0, 0.0, 0.0
4427, 80.08354, 0.0, 0.0, 18.638617, 1.2778397, 0.0, 0.0, 0.0, 0.0, 0.0
3168, 97.28145, 0.0, 0.0, 0.0, 0.0, 1.7593207, 0.95922893, 0.0, 0.0, 0.0
439, 86.995255, 11.011198, 1.2557951, 0.71733946, 0.0, 0.017687814, 0.002725768, 0.0, 0.0, 4.255729E-12
2191, 99.48631, 0.0, 0.0, 0.0, 0.0, 0.48152512, 0.03216171, 0.0, 0.0, 1.236784E-11
3886, 98.24068, 0.0, 0.0, 0.0, 0.0, 1.7593207, 0.0, 0.0, 0.0, 0.0
2996, 55.064396, 44.935604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1534, 74.248955, 0.0, 0.0, 19.991104, 5.759942, 0.0, 0.0, 0.0, 0.0, 0.0
1388, 32.005554, 46.34456, 0.0, 19.963192, 0.5445293, 0.8713347, 0.27080765, 0.0, 0.0, 1.5070711E-5
3465, 92.497, 5.624372, 0.0, 1.6255343, 0.25309315, 0.0, 0.0, 0.0, 0.0, 0.0
2844, 97.03223, 2.0273528, 0.0, 0.0, 0.7494672, 0.1004272, 0.09052444, 0.0, 0.0, 0.0
2989, 93.27284, 3.617278, 0.0, 0.0, 0.92286587, 1.5838933, 0.60169506, 0.0, 0.0, 0.0014261391
124, 69.11279, 10.307458, 0.0, 19.104368, 0.2435135, 0.0, 1.2119603, 0.0, 0.0, 0.01990591
338, 98.85179, 0.0, 0.0, 0.9303034, 0.21790464, 0.0, 0.0, 0.0, 0.0, 0.0
1562, 95.74188, 2.1953013, 0.0, 0.0, 0.0, 1.3652439, 0.6975748, 0.0, 0.0, 0.0
1264, 68.8866, 27.027382, 0.0, 3.6181862, 0.0, 0.26752603, 0.20030326, 0.0, 0.0, 5.261419E-17
2425, 98.42114, 0.0, 0.0, 1.3452446, 0.23361556, 0.0, 0.0, 0.0, 0.0, 0.0
3127, 73.86162, 5.7257476, 0.0, 19.942793, 0.46793866, 0.0, 0.0, 0.0, 0.0, 0.0018998875
3573, 77.77246, 0.0, 0.0, 19.993336, 2.2341995, 0.0, 0.0, 0.0, 0.0, 0.0
1588, 78.677895, 18.838917, 0.0, 0.0, 0.0, 1.6760828, 0.79422146, 0.012881695, 0.0, 0.0
1973, 70.79361, 9.199902, 0.0, 19.166039, 0.76390976, 0.0, 0.0, 0.0, 0.0, 0.07653813
3704, 88.107574, 11.892423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3326, 11.7512665, 65.75201, 0.0, 19.99851, 2.498217, 0.0, 0.0, 0.0, 0.0, 0.0
43, 76.951416, 1.5632777, 0.0, 19.976814, 1.5084962, 0.0, 0.0, 0.0, 0.0, 0.0
23, 93.28377, 1.8288863, 0.0, 1.6254827, 0.27531376, 1.901493, 1.0850579, 0.0, 0.0, 0.0
2637, 77.13127, 2.3439448, 1.3247695, 15.253262, 1.9298681, 1.3053209, 0.71149874, 0.0, 0.0, 6.4688735E-5
1784, 99.74691, 0.0, 0.0, 0.0, 0.25309315, 0.0, 0.0, 0.0, 0.0, 0.0
2208, 96.48268, 3.1330273, 0.0, 0.0, 0.0, 0.18293995, 0.20135416, 0.0, 0.0, 0.0
3287, 98.14086, 0.0, 0.0, 1.6110575, 0.24807842, 0.0, 0.0, 0.0, 0.0, 0.0
2724, 99.772354, 0.0, 0.0, 0.22764367, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6212313E-10
290, 78.78656, 0.0, 0.0, 19.997086, 1.2163575, 0.0, 0.0, 0.0, 0.0, 0.0
1601, 85.4066, 12.210029, 0.0, 0.0, 0.0, 1.2358589, 1.1475099, 0.0, 0.0, 0.0
2687, 80.691216, 18.259048, 0.0, 0.8101956, 0.23953764, 0.0, 0.0, 0.0, 0.0, 0.0
3506, 93.5674, 5.0573626, 0.0, 1.1732234, 0.2020148, 0.0, 0.0, 0.0, 0.0, 0.0
1414, 97.826515, 0.0, 0.0, 0.0, 0.0, 1.0819241, 1.0915585, 0.0, 0.0, 3.0788237E-7
3138, 96.754036, 2.9279506, 0.0, 0.0, 0.3057498, 0.0, 0.0, 0.0, 0.0, 0.012260113
2303, 94.486, 1.8014281, 0.0, 1.5108968, 0.19319612, 1.3652439, 0.57148725, 0.0, 0.0, 0.07174993
313, 98.85641, 0.0, 0.0, 0.0, 0.0, 0.8295477, 0.31404373, 0.0, 0.0, 0.0
1467, 94.02168, 5.258452, 0.0, 0.0, 0.0, 0.67017007, 0.049691018, 0.0, 0.0, 3.7261058E-20
1466, 30.693153, 67.545105, 0.0, 1.5197943, 0.24194777, 0.0, 0.0, 0.0, 0.0, 0.0
116, 86.73197, 12.007695, 0.0, 1.0219938, 0.23834148, 0.0, 0.0, 0.0, 0.0, 0.0
1907, 2.42408, 95.96582, 0.0, 0.0, 0.0, 1.327616, 0.28248525, 0.0, 0.0, 1.33027E-9
2092, 74.02896, 4.507148, 0.0, 19.773266, 0.19185176, 0.98465145, 0.5141247, 0.0, 0.0, 0.0
4309, 98.09583, 0.0, 0.0, 1.6548442, 0.24932283, 0.0, 0.0, 0.0, 0.0, 0.0
1284, 92.64371, 6.3914967, 0.0, 0.0, 0.0, 0.7319483, 0.23285073, 0.0, 0.0, 1.1804426E-7
3042, 96.86468, 2.041665, 0.0, 0.0, 0.0, 0.0, 1.0936549, 0.0, 0.0, 0.0
3124, 91.20828, 8.017557, 0.0, 0.0, 0.0, 0.5290958, 0.24506848, 0.0, 0.0, 0.0
4018, 98.32651, 0.0, 0.0, 1.4204005, 0.25309315, 0.0, 0.0, 0.0, 0.0, 0.0
1728, 97.254135, 2.6345468, 0.0, 0.0, 0.0, 0.0891047, 0.02221401, 0.0, 0.0, 1.6952222E-16
2383, 86.07219, 10.220622, 0.0, 1.2836639, 0.21251166, 1.508106, 0.6975748, 0.0, 0.0, 0.00533621
3558, 75.36146, 3.456704, 0.0, 19.715784, 1.4660572, 0.0, 0.0, 0.0, 0.0, 0.0
3438, 95.6655, 3.061954, 0.0, 1.0458511, 0.2266998, 0.0, 0.0, 0.0, 0.0, 0.0
751, 99.19478, 0.0, 0.0, 0.0, 0.0, 0.49103463, 0.3141876, 0.0, 0.0, 4.4089854E-10
1575, 99.47238, 0.0, 0.0, 0.32942668, 0.15795298, 0.0, 0.0, 0.0, 0.0, 0.040235285
328, 72.14741, 5.923631, 0.0, 19.885494, 0.65313923, 0.7886342, 0.60169506, 0.0, 0.0, 0.0
1944, 79.361595, 6.1853704, 0.0, 12.921974, 0.14147434, 0.72609866, 0.6634885, 0.0, 0.0, 0.0
3869, 96.81948, 2.3331542, 0.0, 0.6551325, 0.19222912, 0.0, 0.0, 0.0, 0.0, 0.0
2719, 93.07894, 4.923803, 0.0, 0.0, 0.18099241, 1.11869, 0.6975748, 0.0, 0.0, 0.0
2838, 98.391815, 1.6081817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
4291, 95.562355, 0.0, 0.0, 0.0, 4.4376435, 0.0, 0.0, 0.0, 0.0, 0.0
3070, 87.7946, 7.048645, 0.0, 4.263721, 0.23576784, 0.42637992, 0.06632036, 0.0, 0.0, 0.16456401
4492, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
593, 99.699356, 0.0, 0.0, 0.0, 0.3006457, 0.0, 0.0, 0.0, 0.0, 0.0
3227, 95.98416, 0.0, 0.0, 1.7355824, 0.1443588, 1.3652439, 0.7706567, 0.0, 0.0, 0.0
4266, 98.2356, 0.0, 0.0, 0.0, 0.0, 1.11869, 0.38344058, 0.0, 0.0, 0.26226726
2234, 98.88492, 0.0, 0.0, 0.931592, 0.18348922, 0.0, 0.0, 0.0, 0.0, 0.0
3663, 95.88128, 0.0, 0.0, 4.118718, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1112, 98.10678, 0.0, 0.0, 1.6401296, 0.25309315, 0.0, 0.0, 0.0, 0.0, 0.0
3808, 99.826096, 0.0, 0.0, 0.0, 0.17390788, 0.0, 0.0, 0.0, 0.0, 0.0
1830, 87.8811, 12.1189, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
4086, 79.4669, 2.3009763, 0.0, 17.101583, 1.1305354, 0.0, 0.0, 0.0, 0.0, 0.0
654, 24.389404, 73.3399, 0.0, 0.0, 1.1079205, 0.74013215, 0.42262894, 0.0, 0.0, 1.5150835E-5
1851, 74.74644, 15.632652, 0.0, 7.6983247, 0.36265475, 1.1952577, 0.36467606, 0.0, 0.0, 1.545315E-15
2028, 74.51709, 4.015072, 0.0, 19.998285, 1.4695503, 0.0, 0.0, 0.0, 0.0, 0.0
1153, 25.785187, 55.686237, 0.0, 18.310623, 0.21795776, 0.0, 0.0, 0.0, 0.0, 0.0
1240, 78.70149, 19.656275, 0.0, 0.0, 0.0, 1.6422291, 0.0, 0.0, 0.0, 1.3278572E-12
1152, 73.00377, 6.4014196, 0.0, 19.732416, 0.8623966, 0.0, 0.0, 0.0, 0.0, 0.0
4107, 78.64893, 0.0, 0.0, 17.300665, 1.2377089, 1.700619, 1.1120758, 0.0, 0.0, 0.0
2269, 98.01866, 0.0, 0.0, 0.0, 0.0, 1.9813354, 0.0, 0.0, 0.0, 0.0
1198, 96.575584, 2.592028, 0.0, 0.0, 0.0, 0.5995338, 0.23285073, 0.0, 0.0, 4.751568E-8
1736, 77.87556, 0.0, 0.0, 19.998482, 2.1259608, 0.0, 0.0, 0.0, 0.0, 0.0
4182, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3739, 94.77515, 2.1559513, 0.0, 0.0, 1.1310099, 1.0695499, 0.8683426, 0.0, 0.0, 0.0
4292, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
359, 98.39367, 0.0, 0.0, 1.3556294, 0.250702, 0.0, 0.0, 0.0, 0.0, 0.0
554, 98.73837, 0.0, 1.2581359, 0.0, 0.0, 0.002483725, 0.001006086, 0.0, 0.0, 4.015628E-18
1095, 80.36873, 0.0, 0.0, 17.521414, 1.0576587, 0.8762397, 0.17592493, 0.0, 0.0, 3.3770448E-5
4003, 86.85413, 8.066197, 0.0, 4.1987796, 0.22993788, 0.42637992, 0.06001104, 0.0, 0.0, 0.16456401
54, 84.431465, 12.121495, 0.0, 2.212263, 0.28227776, 0.7760081, 0.16304286, 0.0, 0.013449143, 0.0
1969, 96.661804, 1.8202558, 0.0, 0.0, 0.0, 1.345879, 0.17204385, 0.0, 0.0, 1.9649577E-5
3022, 89.678955, 8.244689, 0.0, 1.8247352, 0.25161797, 0.0, 0.0, 0.0, 0.0, 0.0
2903, 96.00418, 0.0, 0.0, 0.99404484, 0.2266998, 1.7939138, 0.8517513, 0.0, 0.0, 0.12940641
4343, 71.389435, 26.60879, 0.0, 1.7510716, 0.250702, 0.0, 0.0, 0.0, 0.0, 0.0
3016, 98.196884, 0.0, 0.0, 1.5683305, 0.2347883, 0.0, 0.0, 0.0, 0.0, 0.0
3920, 91.92497, 0.0, 0.0, 4.7386904, 0.34978846, 1.901493, 1.0850579, 0.0, 0.0, 0.0
750, 89.29102, 9.042271, 0.0, 1.4726398, 0.19406806, 0.0, 0.0, 0.0, 0.0, 0.0
3311, 98.10562, 0.0, 0.0, 1.6548442, 0.23953764, 0.0, 0.0, 0.0, 0.0, 0.0
